,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PROP_AGE
3746,1818,4,1449,46,2,2,4,2,0,1,2,1,1,4,2,2,3,213096,54640,5464000,18
3747,6376,1,1700,168,1,1,4,0,0,2,2,1,3,3,2,4,3,298165,178899,11926600,5
3748,6969,6,1829,2,3,2,5,4,0,1,0,1,3,2,4,2,3,286079,121367,8669050,15
3749,250,2,1178,4,1,1,3,0,1,2,2,2,4,4,4,2,4,287990,154280,10285360,34
3750,4866,3,1460,118,2,1,4,2,0,1,0,2,5,2,2,2,2,322466,128986,9213320,16
3751,3413,1,1807,83,2,1,5,4,1,1,2,2,5,3,2,5,3,399255,106468,13308490,37
3752,1003,0,1103,193,1,1,3,4,1,0,1,0,2,2,5,2,3,484314,65448,13089560,24
3753,4962,2,992,195,1,1,3,3,0,1,2,0,4,3,2,4,3,241118,34445,8611350,21
3754,2695,0,1268,114,2,2,4,3,0,1,0,2,4,2,3,2,2,388148,119430,9952510,14
3755,761,1,1890,101,2,1,5,0,0,1,2,1,3,2,4,4,3,310636,195586,11505040,17
3756,2376,4,670,163,1,1,2,2,0,1,2,0,2,3,2,3,3,225984,66768,5136000,16
3757,1151,4,1236,159,1,1,3,4,1,1,2,0,2,4,4,2,3,318888,88992,7416000,16
3758,3736,4,1256,22,1,1,3,0,0,1,2,2,2,3,4,4,4,188511,72972,6081000,28
3759,5922,2,1071,60,1,1,3,2,1,0,1,0,5,2,4,2,3,475273,144022,14402200,16
3760,228,2,1217,87,2,1,4,0,1,2,1,0,5,3,2,4,3,379641,154229,11863790,10
3761,4461,4,1488,146,2,2,4,0,1,1,1,0,0,2,2,2,2,237915,174938,6997500,14
3762,3970,3,2162,85,3,2,5,4,1,0,2,2,4,4,3,4,4,810693,310478,17248780,29
3763,5932,6,1623,15,2,1,4,1,1,0,1,0,0,4,4,3,4,540729,243328,13518220,21
3764,614,1,1585,135,1,1,4,0,0,0,1,2,5,2,4,2,2,555963,340751,17934280,44
3765,2003,3,2237,4,4,2,6,3,0,1,0,0,5,2,3,4,3,487323,255845,12183080,24
3766,1123,4,1662,100,2,2,4,1,0,1,2,1,5,3,3,2,3,307170,204780,8532500,26
3767,2771,0,819,44,1,1,3,2,0,0,2,1,5,4,2,3,3,422762,21138,10569040,36
3768,1564,3,2348,49,4,2,6,2,0,2,0,0,3,4,4,2,3,504889,288508,12021160,30
3769,5456,0,604,105,1,1,2,2,1,2,2,0,5,4,4,2,3,351012,54002,9000305,27
3770,6086,5,1849,39,2,1,5,1,0,1,0,2,3,3,3,3,3,322737,99304,12412950,30
3771,2428,4,1617,53,2,2,4,1,1,2,1,0,4,3,4,4,4,308441,185065,10281375,46
3772,5373,3,1733,148,2,1,4,0,0,0,2,0,4,2,4,4,4,709109,132958,14773100,15
3773,800,2,802,150,1,1,3,0,1,2,1,1,3,2,4,3,3,186654,107685,7178990,35
3774,4481,0,1081,158,1,1,3,0,0,0,1,2,1,4,4,3,4,362034,131649,10970740,36
3775,1897,0,1243,21,2,2,4,4,1,1,2,1,2,4,3,3,4,264644,24810,8270125,35
3776,4162,4,1430,146,2,2,4,3,0,1,2,2,4,3,4,3,3,293075,127751,7514750,37
3777,2132,3,1707,118,2,1,4,4,0,2,0,2,4,4,3,3,3,331060,126582,9737060,26
3778,3313,3,1317,3,1,1,3,2,0,0,2,0,3,5,2,4,3,583270,221643,11665400,10
3779,2637,4,1128,20,1,1,3,3,1,2,1,2,0,3,4,4,3,239404,43528,5441000,48
3780,2007,3,2458,172,4,2,6,4,0,1,0,0,3,5,2,4,3,511912,193389,11375820,21
3781,4029,2,1091,144,1,1,3,4,0,2,0,1,3,2,4,2,3,192448,107771,7697920,22
3782,2162,6,1795,69,2,1,4,3,1,2,0,0,4,4,2,3,3,425153,212576,11809800,40
3783,5549,3,2481,129,4,2,6,1,1,1,2,0,5,4,5,4,4,699527,128485,14276060,13
3784,1203,2,1095,81,1,1,3,1,1,0,2,0,3,2,3,4,3,402772,222219,13888700,18
3785,763,5,1759,17,1,1,4,2,0,1,0,2,4,3,4,3,3,296581,189812,11863220,36
3786,5693,1,1774,7,1,1,4,4,1,1,0,0,5,4,2,4,4,441125,151637,13785170,41
3787,3993,3,2314,27,4,2,6,1,1,2,2,2,5,5,2,2,3,424784,169914,14159480,20
3788,588,1,1695,98,1,1,4,0,1,1,2,1,4,5,2,3,3,383810,203899,11994050,35
3789,4583,2,1099,184,1,1,3,4,0,0,1,0,5,4,4,4,4,424533,212266,13266650,31
3790,2708,5,1547,117,1,1,4,1,1,1,2,0,5,3,3,4,4,367143,67989,13597890,37
3791,988,0,927,175,1,1,3,2,0,0,0,2,1,5,2,4,4,406836,135612,10431690,6
3792,4409,1,1966,176,2,1,5,4,0,1,1,1,4,4,2,3,3,434841,188039,11752460,33
3793,2971,3,1541,35,2,1,4,1,0,0,2,0,4,2,3,4,3,502054,278919,13945940,17
3794,7042,6,1978,20,3,2,5,4,1,2,2,1,4,4,3,2,3,385174,192587,10699280,49
3795,2804,4,1208,36,1,1,3,2,1,0,1,0,3,4,4,2,3,533855,141635,10895000,24
3796,4489,4,659,16,1,1,2,1,0,1,1,0,3,2,3,4,3,247065,58825,5882500,20
3797,6131,5,1834,159,2,1,5,1,0,1,0,2,5,2,4,3,3,489679,181881,13990830,9
3798,2686,2,792,131,1,1,2,3,1,2,2,2,3,4,2,4,3,241977,66752,8344040,8
3799,268,2,1262,189,2,1,4,1,0,2,2,2,5,4,3,2,3,323202,172374,10773390,27
3800,952,2,767,48,1,1,2,0,1,2,2,0,3,4,4,4,4,274570,116484,8320290,34
3801,3610,4,1225,186,1,1,3,2,0,2,2,1,0,4,3,2,3,178211,93349,4243125,35
3802,2021,2,732,96,1,1,2,0,1,1,1,0,3,2,2,4,3,239358,103722,7978600,4
3803,2259,4,1647,170,2,2,4,0,1,2,2,0,5,2,4,2,3,478058,144529,11117625,22
3804,3027,3,1344,163,2,1,4,3,1,1,0,2,3,4,2,2,2,395621,89914,8991380,9
3805,2267,0,807,68,1,1,3,2,1,2,1,2,1,4,3,3,3,276165,14162,7081160,24
3806,1524,4,631,46,1,1,2,3,1,0,0,0,3,3,2,3,2,314241,198468,8269500,22
3807,5507,5,1775,117,1,1,4,3,1,1,1,2,3,2,3,3,2,483506,136373,12397590,22
3808,4510,0,753,22,1,1,2,1,1,1,0,1,0,4,2,3,3,188659,74320,5716935,29
3809,1301,3,1952,9,3,2,5,4,1,1,2,0,4,3,2,2,2,423661,122639,11148980,19
3810,4814,2,1021,4,1,1,3,0,1,1,0,0,3,3,3,3,3,298266,158454,9320800,16
3811,6468,2,1126,194,1,1,3,0,1,1,1,0,3,4,2,4,3,250615,139231,9282050,23
3812,3761,3,2397,5,4,2,6,4,1,1,2,0,4,2,2,4,3,510155,165800,12753880,14
3813,6138,2,1059,199,1,1,3,0,1,0,1,0,5,4,3,4,4,356166,42740,14246650,27
3814,3660,3,1625,82,2,1,4,0,1,1,0,0,3,3,2,3,3,425812,227760,9902600,30
3815,2292,4,1080,12,1,1,3,2,1,0,0,0,2,3,2,3,3,328144,82036,10254500,6
3816,1262,3,2254,195,4,2,6,4,1,2,0,2,3,3,2,3,3,472266,99424,12428040,8
3817,6995,6,1696,189,2,1,4,4,0,0,1,0,2,3,2,3,3,475812,163136,13594630,9
3818,5176,6,1943,68,3,2,5,1,0,2,1,0,3,3,2,2,2,377099,140065,10774250,40
3819,2790,3,1499,85,2,1,4,4,0,0,2,2,5,4,2,4,3,626257,146571,13324620,11
3820,6768,6,1782,179,2,1,4,1,1,0,2,0,0,4,4,4,4,434146,173658,14471520,26
3821,3487,1,1505,174,1,1,4,4,0,0,0,1,5,3,3,4,3,534526,327613,17242780,19
3822,3546,3,2050,191,3,2,5,2,1,0,2,0,3,2,3,2,2,773456,235400,16814260,13
3823,628,1,1665,40,1,1,4,1,1,1,2,0,3,4,4,5,4,455025,202233,12639580,44
3824,4089,4,1391,115,2,2,4,4,1,1,2,2,1,4,2,2,3,278964,112914,6642000,26
3825,462,1,1797,24,1,1,4,4,1,1,2,0,4,3,3,4,3,404535,195743,13049510,43
3826,198,5,1514,185,1,1,4,0,0,0,0,1,4,2,2,3,2,656577,168353,16835310,28
3827,5723,0,786,118,1,1,2,2,1,2,0,0,5,5,2,2,3,362994,10371,10371250,10
3828,1486,6,1991,48,3,2,5,2,1,0,1,1,0,2,2,4,3,524594,151856,13805110,38
3829,1215,6,1814,196,3,2,5,0,0,0,0,0,0,3,3,4,3,419251,139750,13975040,7
3830,2731,4,504,130,1,1,2,2,0,2,2,0,0,3,4,4,4,162338,31086,3454000,28
3831,2407,0,1215,125,2,2,4,0,1,0,2,0,5,3,3,2,3,600958,200319,16693265,11
3832,1454,5,1934,183,2,1,5,0,0,1,2,0,5,4,3,4,4,353871,254787,14154820,26
3833,2471,3,1691,170,2,1,4,3,1,0,2,2,4,4,2,3,3,631722,264442,14691200,30
3834,446,2,1294,12,2,1,4,2,1,0,2,2,5,3,2,2,2,424022,47114,15704500,14
3835,4394,3,2268,194,4,2,6,4,0,2,2,0,3,2,3,3,3,384292,151388,11645200,12
3836,1161,4,615,61,1,1,2,2,0,0,0,2,4,3,5,2,3,335076,167538,7284250,19
3837,3089,4,1640,15,2,2,4,0,1,2,0,0,3,2,5,3,3,376281,132207,10169750,17
3838,1280,2,832,176,1,1,3,3,0,2,1,0,5,4,4,4,4,305327,157290,9252340,10
3839,6322,1,1919,5,2,1,5,2,0,1,1,1,5,2,3,4,3,492330,123082,12308240,37
3840,6738,6,1788,164,2,1,4,2,0,2,1,0,2,4,3,4,3,329441,145342,9689440,17
3841,6320,5,1674,127,1,1,4,3,1,2,1,0,3,4,3,3,3,371852,225767,13280420,40
3842,6328,2,723,12,1,1,2,3,0,2,2,2,5,3,4,2,3,235693,22809,7603010,38
3843,6403,0,990,167,1,1,3,1,0,0,2,0,0,2,2,3,2,404011,106319,10631860,24
3844,5748,3,2219,73,3,2,5,0,0,0,2,0,4,4,3,3,3,610744,174498,17449820,21
3845,5343,0,1167,193,1,1,3,0,0,1,0,2,2,4,4,3,3,316181,31618,7904525,35
3846,1964,5,1566,85,1,1,4,0,0,0,2,1,4,4,4,4,4,584360,240619,17187060,28
3847,114,2,1053,195,1,1,3,2,1,2,2,1,5,5,4,3,4,324391,40549,10137210,4
3848,6974,6,1781,9,2,1,4,0,0,0,0,0,1,2,2,4,2,501834,92443,13206150,55
3849,5364,3,2470,188,4,2,6,1,0,2,2,0,3,4,2,3,3,626856,217481,12792980,29
3850,2094,6,1612,21,2,1,4,3,0,2,1,0,1,3,4,2,3,295493,156438,8690980,14
3851,2841,3,1418,73,2,1,4,2,1,1,2,2,3,4,4,3,4,381786,221969,8878740,17
3852,3550,2,1032,192,1,1,3,0,1,1,0,0,4,3,2,2,3,260006,125188,9629850,31
3853,2193,4,1430,69,2,2,4,2,1,0,0,2,5,4,4,3,3,633068,116278,12919750,33
3854,1821,2,812,51,1,1,3,4,1,0,1,0,5,3,3,2,2,407482,86436,12347950,9
3855,1797,4,571,0,1,1,2,1,1,1,0,2,0,4,2,2,3,180473,97178,4627500,16
3856,5899,6,1709,187,2,1,4,2,1,0,0,2,1,4,2,4,3,525271,193521,13822920,26
3857,829,2,1128,141,1,1,3,2,0,0,0,1,4,4,2,4,3,374252,144872,12072650,35
3858,3769,3,1731,156,2,1,4,1,0,2,0,0,4,4,2,2,2,462109,146522,11270960,7
3859,3988,6,1620,170,2,1,4,4,1,0,0,1,3,4,4,4,4,446644,153534,13957610,13
3860,3884,6,1581,140,2,1,4,2,1,0,0,1,2,4,4,4,4,534248,267124,13356200,10
3861,128,1,1672,132,1,1,4,0,1,2,2,2,5,3,3,3,3,521203,231646,14477850,17
3862,297,2,1266,86,2,1,4,4,1,1,1,2,3,3,3,4,3,245094,118008,9077550,29
3863,235,2,1298,34,2,1,4,3,1,2,2,0,5,4,2,2,3,311948,143976,11998010,25
3864,6266,5,1952,105,2,1,5,2,1,1,1,2,5,3,2,4,3,460098,181251,13942350,45
3865,2274,3,2386,169,4,2,6,4,1,2,2,2,4,2,3,4,3,478831,142355,12941380,23
3866,5980,2,1058,61,1,1,3,2,1,1,2,2,3,3,3,2,3,257955,137576,8598500,22
3867,4278,0,987,95,1,1,3,1,1,1,1,2,3,3,2,3,3,368029,92007,9200725,15
3868,1685,4,1256,198,1,1,3,3,0,0,2,1,3,2,4,5,3,319362,93930,9393000,12
3869,2097,3,1824,143,3,2,5,0,0,0,2,2,4,4,3,4,3,650269,257083,15122540,7
3871,4532,0,796,68,1,1,2,1,1,0,1,1,1,2,3,4,3,389486,116846,9737150,10
3872,922,2,1031,40,1,1,3,1,0,2,1,2,5,2,4,2,3,277250,36967,9241670,40
3873,774,2,1114,60,1,1,3,2,1,1,2,2,4,5,3,4,4,280961,106571,9688300,6
3874,5742,1,1567,179,1,1,4,1,0,2,2,1,4,4,5,4,4,383791,58150,11630020,43
3875,6096,0,1282,164,2,2,4,0,1,2,1,0,0,3,4,2,3,362763,37206,9301605,27
3876,610,2,957,81,1,1,3,2,1,2,2,1,3,4,5,4,4,265350,41461,8292190,22
3877,590,5,1510,14,1,1,4,4,0,0,0,2,3,3,2,2,2,505308,211903,16300260,33
3878,4618,4,1005,150,1,1,3,4,1,2,2,2,3,3,2,4,3,233287,75254,7525375,8
3879,7016,6,1824,123,3,2,5,3,0,1,0,1,0,2,3,3,3,234976,131310,6911070,31
3880,6717,2,837,172,1,1,3,3,1,0,2,1,3,4,2,4,3,338038,137328,10563700,18
3881,3713,0,1103,44,1,1,3,2,0,1,2,2,2,4,4,2,3,230819,53858,7693965,11
3882,3236,4,1386,97,2,2,4,2,0,2,2,2,4,3,4,3,3,353577,168370,8418500,5
3883,6771,6,1588,80,2,1,4,2,1,0,0,1,0,4,4,2,3,460650,80614,11516250,45
3884,173,2,792,59,1,1,2,2,0,0,2,2,5,4,4,3,4,327579,95103,10567050,35
3885,5347,2,1241,152,2,1,4,4,1,1,2,1,4,3,3,3,3,286050,125147,8939050,35
3886,4877,3,1571,1,2,1,4,1,1,2,2,2,5,2,4,4,4,465954,139786,11648840,11
3887,3282,2,770,132,1,1,2,4,0,0,2,1,4,2,4,2,3,222094,62186,8883750,33
3888,803,1,1707,133,1,1,4,0,0,0,2,1,3,3,3,2,2,607726,173636,17363590,42
3889,703,5,1840,55,2,1,5,3,1,1,2,0,5,4,2,4,4,550157,260601,14477820,41
3890,4010,4,972,35,1,1,3,3,0,2,1,0,3,3,4,3,3,307188,140795,6399750,42
3891,3334,0,1000,33,1,1,3,0,0,2,1,1,4,2,2,3,2,283858,75139,8348770,18
3892,6561,5,1888,152,2,1,5,2,1,1,2,0,4,4,4,3,3,344124,110120,13764960,38
3893,3225,4,557,29,1,1,2,4,1,2,0,1,0,2,3,2,2,134825,67413,3210125,37
3894,6445,2,1180,16,1,1,3,4,0,2,2,0,3,2,3,4,3,293365,44449,8889850,27
3895,5716,2,1219,124,2,1,4,4,1,2,1,1,4,2,3,2,2,308482,119412,9951030,4
3896,4592,4,943,145,1,1,3,3,1,0,0,2,2,4,3,2,3,421272,105318,8776500,26
3897,1971,2,1133,96,1,1,3,2,1,1,2,0,3,2,5,4,4,236700,37872,9468000,16
3898,990,0,1153,178,1,1,3,1,1,1,2,0,0,3,3,3,3,317310,25051,8350260,24
3899,6850,6,1618,30,2,1,4,1,1,0,0,0,5,2,2,3,2,588755,343440,16354300,30
3900,1282,4,1246,31,1,1,3,2,1,0,2,1,0,4,2,4,3,381960,183023,7957500,38
3901,4488,3,2389,109,4,2,6,2,0,0,2,2,5,4,4,3,4,644103,202432,18402940,27
3902,5383,3,2227,163,4,2,6,3,0,1,2,2,5,3,4,3,4,496470,118207,11820720,6
3903,434,1,1853,42,2,1,5,0,1,1,2,0,4,3,3,2,3,344034,192659,13761350,30
3904,419,2,926,13,1,1,3,4,0,0,1,0,5,3,2,4,3,370135,95519,11939850,27
3905,2158,5,1517,191,1,1,4,1,0,2,2,1,4,4,4,2,3,339667,58563,11712660,25
3906,4863,3,1721,61,2,1,4,1,0,1,0,2,3,3,4,4,3,424361,193730,9225240,22
3907,2379,4,1231,126,1,1,3,3,0,1,0,0,0,4,4,4,4,262706,102798,5711000,18
3908,2704,4,1090,34,1,1,3,1,1,1,0,1,0,2,4,4,3,170678,63395,4876500,49
3909,6513,6,1590,56,2,1,4,0,1,0,2,1,3,2,4,4,3,487383,153178,13925230,9
3910,1899,4,1353,183,2,2,4,0,1,2,1,2,2,3,2,3,2,360354,172670,7507375,34
3911,5963,1,1610,185,1,1,4,0,1,2,1,0,4,2,2,2,2,338646,189642,13545830,29
3912,3788,5,1883,148,2,1,5,3,1,2,2,2,4,2,4,3,3,505465,267599,14866620,29
3913,5427,2,1029,178,1,1,3,3,1,0,1,0,4,3,4,3,3,361156,214018,13376150,29
3914,6605,2,1285,187,2,1,4,1,1,1,0,0,5,5,4,3,4,330959,82740,11819950,29
3915,3446,0,1210,175,2,2,4,0,1,0,2,1,1,3,2,2,2,412366,74976,12495925,35
3916,2765,4,774,153,1,1,2,1,0,1,2,0,0,3,3,3,3,146379,96192,4182250,39
3917,1379,2,940,135,1,1,3,0,0,2,1,0,4,3,3,3,3,235685,36259,9064800,4
3918,6733,6,1893,70,3,2,5,2,1,2,2,2,1,2,3,4,3,389835,209911,9995770,31
3919,6612,2,857,29,1,1,3,1,0,1,1,0,3,2,3,2,2,191810,22132,7377300,30
3920,5147,5,1563,114,1,1,4,0,0,2,2,1,3,3,3,2,3,405998,112777,11277710,6
3921,5600,6,1634,73,2,1,4,0,0,2,0,2,3,2,4,3,3,356825,106083,9643920,16
3922,5299,3,1483,161,2,1,4,3,0,1,2,2,4,3,4,3,3,324001,218920,8756780,19
3923,6355,5,1902,173,2,1,5,4,1,0,0,0,3,4,4,4,4,827999,196105,21789460,13
3924,320,5,1638,4,1,1,4,1,1,2,0,0,3,4,4,4,4,542335,236403,13906030,37
3925,6409,1,1877,4,2,1,5,4,1,0,0,0,4,3,2,4,3,719760,348975,21810920,26
3926,4599,2,751,162,1,1,2,0,1,2,1,1,5,4,4,3,4,279992,127269,8484620,17
3927,5503,3,1873,130,3,2,5,0,0,0,2,0,4,4,3,4,3,681747,216920,15494260,23
3928,6185,2,1021,73,1,1,3,1,1,1,0,1,3,3,4,3,3,251633,67102,8387750,25
3929,1801,4,1448,93,2,2,4,2,1,0,2,0,5,3,2,4,3,483660,174655,13435000,24
3930,3534,4,720,34,1,1,2,3,0,2,2,0,4,3,4,3,4,235033,107988,6352250,39
3931,1955,1,1514,151,1,1,4,2,0,2,0,0,4,3,2,2,2,417494,110513,12279230,28
3932,3079,3,2347,90,4,2,6,4,0,2,2,0,5,4,3,3,3,579865,154631,12885880,27
3933,2979,3,1816,170,3,2,5,4,1,1,2,2,5,4,2,3,3,516687,129172,10764320,26
3934,5935,6,1615,29,2,1,4,3,1,2,2,2,0,2,2,3,2,315600,72831,8092310,38
3935,6784,6,1941,138,3,2,5,0,0,2,0,0,3,3,2,2,2,352469,110147,11014650,25
3936,4422,3,2227,51,4,2,6,3,1,1,0,2,4,3,2,3,3,419382,148017,12334760,8
3937,39,2,1119,13,1,1,3,4,1,0,1,1,5,2,3,4,3,384747,199007,13267150,29
3938,3932,2,885,16,1,1,3,0,0,2,1,2,5,3,5,3,3,252441,126221,8414700,35
3939,3111,4,1417,29,2,2,4,1,1,0,2,2,4,2,2,2,2,553714,307619,12304750,37
3940,5911,0,1278,175,2,2,4,4,1,1,2,1,4,4,4,2,3,321247,66139,9448455,37
3941,2640,2,1050,14,1,1,3,1,1,2,2,0,5,2,2,3,2,304687,90278,11284700,20
3942,2166,5,1706,29,1,1,4,3,1,2,2,2,3,4,4,3,3,353561,248803,13094870,42
3943,2938,4,774,111,1,1,2,2,0,0,2,0,1,4,4,3,4,254150,57184,6353750,41
3944,458,1,1751,183,1,1,4,2,1,1,1,2,5,2,3,3,2,506615,253308,13331980,19
3945,3784,4,729,161,1,1,2,1,1,2,2,0,2,3,4,2,3,200366,153614,6678875,24
3946,2779,2,1142,59,1,1,3,4,1,1,0,2,5,4,2,4,3,261706,30197,10065600,28
3947,6245,6,1668,192,2,1,4,0,1,1,2,2,3,2,2,3,2,338569,100656,9150510,43
3948,637,2,857,77,1,1,3,2,0,0,0,0,5,3,4,2,3,379217,85630,12232800,8
3949,6949,6,1774,190,2,1,4,2,0,0,1,0,2,3,4,2,3,493613,267961,14103230,19
3950,3469,2,897,71,1,1,3,0,1,2,1,0,3,4,4,2,3,232892,107489,8957390,22
3951,4889,5,1838,139,2,1,5,2,0,0,2,2,4,2,2,3,2,809661,242898,20241530,14
3952,6162,0,1000,189,1,1,3,2,1,2,1,0,0,4,3,4,4,307075,64647,8080925,15
3953,1463,4,1209,9,1,1,3,4,0,2,0,1,4,4,3,2,3,269262,111645,6567375,42
3954,5415,2,858,135,1,1,3,4,1,0,2,1,3,3,2,2,2,341057,51675,10335050,19
3955,3216,0,767,191,1,1,2,3,1,1,0,1,5,4,2,4,4,361824,117593,9045605,7
3956,573,5,1624,98,1,1,4,2,1,2,0,2,4,4,3,4,4,476436,211749,13234330,43
3957,1556,4,579,7,1,1,2,3,0,2,0,0,2,3,4,3,3,191240,125816,5032625,36
3958,2546,0,881,182,1,1,3,2,1,0,0,1,5,3,3,3,3,394460,139970,12724510,14
3959,5201,2,722,148,1,1,2,2,1,1,1,2,3,3,2,2,2,179100,34442,6888450,27
3960,4898,6,1837,75,3,2,5,3,0,2,2,2,5,2,3,3,3,388000,148353,11411760,18
3961,928,2,1296,112,2,1,4,2,0,2,0,2,4,4,4,3,4,318900,149484,9965620,34
3962,2098,4,1624,28,2,2,4,3,0,1,2,2,3,4,2,4,3,344306,84164,7651250,31
3963,5386,1,1630,45,1,1,4,0,1,2,1,0,3,3,2,4,3,439916,194081,12938720,41
3964,3015,2,1257,183,2,1,4,1,0,2,2,0,3,3,2,4,3,308335,39785,9946290,24
3965,725,2,1163,88,1,1,3,1,0,0,0,1,3,3,3,3,3,303081,145479,12123250,35
3966,5826,6,1652,120,2,1,4,4,1,0,2,1,1,2,4,2,3,397300,168551,12039380,44
3967,2088,6,1566,134,2,1,4,0,0,1,1,0,0,2,2,2,2,250729,88094,6776450,30
3968,6452,6,1669,2,2,1,4,3,0,2,2,2,0,4,3,2,3,230177,122282,7193030,49
3969,2657,4,1009,148,1,1,3,3,1,1,2,0,0,4,3,2,3,237251,68539,5272250,49
3970,2368,0,750,127,1,1,2,0,0,2,1,2,2,2,4,2,2,250095,12505,6252365,31
3971,5136,3,2149,46,3,2,5,1,0,1,2,2,5,2,4,3,3,378891,272328,11840340,7
3972,4728,6,1818,77,3,2,5,0,1,2,2,0,0,4,5,4,4,306607,197811,9890560,23
3973,3536,3,1623,123,2,1,4,2,0,0,0,2,5,3,4,2,3,695323,318690,14485900,5
3974,3069,1,1602,51,1,1,4,3,1,1,1,0,4,2,2,2,2,358420,135953,12359320,36
3975,435,2,1143,106,1,1,3,2,0,0,0,2,3,4,4,3,4,381485,101729,12716150,9
3976,2126,0,865,75,1,1,3,4,0,1,2,2,0,3,3,4,3,149462,69749,4982055,37
3977,5365,1,1880,174,2,1,5,3,0,0,2,2,4,3,2,4,3,678566,390689,20562600,20
3978,6390,2,721,73,1,1,2,1,0,2,0,0,5,2,2,2,2,288172,113522,8732470,26
3979,1182,5,1510,54,1,1,4,0,0,2,1,1,3,5,4,2,3,365650,53772,10754410,18
3980,4905,0,1025,46,1,1,3,3,1,0,0,2,3,2,4,3,3,513576,171192,13168605,27
3981,2789,4,762,87,1,1,2,3,1,1,2,0,5,4,2,3,3,268651,161191,7675750,49
3982,737,5,1609,105,1,1,4,3,0,0,1,2,4,4,3,3,3,496185,212651,17720900,45
3983,5552,2,869,110,1,1,3,2,1,0,1,2,5,2,2,4,3,411007,49819,12454750,9
3984,6505,0,1109,104,1,1,3,0,1,0,1,0,1,2,4,2,2,445757,50944,12735905,27
3985,5576,0,928,93,1,1,3,4,0,1,0,0,1,3,3,3,3,279893,62976,6997335,9
3986,1738,6,1747,51,2,1,4,4,1,2,2,0,1,2,2,4,3,309486,89851,9983410,13
3987,2629,5,1526,111,1,1,4,2,0,0,1,0,5,4,2,2,2,537849,259651,18546530,9
3988,5246,5,1922,25,2,1,5,3,1,1,0,2,3,3,4,4,4,475615,171750,13211540,42
3989,5179,3,1366,3,2,1,4,1,0,1,0,0,5,3,4,3,3,451185,186359,9808360,28
3990,2693,4,731,46,1,1,2,0,0,1,1,2,0,3,2,2,3,111690,49640,3102500,31
3991,6211,5,1886,112,2,1,5,2,0,1,2,0,3,4,2,2,2,325106,216737,12040960,43
3992,1695,6,1754,33,2,1,4,0,1,2,2,0,5,3,2,5,3,454616,107672,11963590,42
3993,5391,0,1236,22,2,2,4,1,0,0,0,0,1,3,3,3,3,458282,40437,13478895,33
3994,717,2,1291,113,2,1,4,2,1,1,2,0,4,3,2,3,2,314990,136495,10499650,31
3995,6105,1,1744,66,1,1,4,3,0,1,2,1,5,3,3,3,3,385020,186676,11667270,41
3996,6482,0,933,139,1,1,3,0,0,1,2,2,5,3,2,4,3,279687,99244,9022165,11
3997,4800,2,747,78,1,1,2,2,0,1,2,1,4,2,3,3,3,186201,24827,6206700,22
3998,5629,6,1574,138,2,1,4,2,1,1,2,2,2,5,4,2,3,306626,66297,8287180,44
3999,617,2,1290,151,2,1,4,4,0,0,1,2,3,3,4,4,4,416710,228518,13442250,11
4000,2254,6,1574,111,2,1,4,2,0,0,0,1,5,3,3,4,3,511420,236040,13113330,54
4001,1423,4,932,86,1,1,3,0,1,0,2,2,5,3,2,2,2,494655,222090,10095000,36
4002,2016,4,1047,63,1,1,3,1,0,0,2,2,2,4,4,2,3,309510,137560,8597500,14
4003,5955,1,1957,4,2,1,5,2,0,2,1,2,3,3,3,3,3,467993,80227,13371220,18
4004,4400,4,1511,77,2,2,4,4,1,1,0,0,4,4,3,4,4,407825,185375,9268750,39
4005,3013,3,1761,189,2,1,4,4,1,0,0,2,3,4,2,2,2,518298,143972,14397160,28
4006,1318,3,2287,137,4,2,6,1,0,1,2,2,5,4,4,2,3,407213,308495,12339780,9
4007,6443,6,1749,177,2,1,4,3,0,2,2,2,4,2,2,3,2,378768,184265,10236960,18
4008,1656,4,1550,5,2,2,4,1,1,1,2,2,3,4,3,5,4,291270,94234,8566750,37
4009,5996,5,1766,156,1,1,4,4,0,0,2,2,3,4,3,4,4,466475,242567,18658980,24
4010,6480,1,1540,85,1,1,4,3,1,2,0,0,3,2,3,2,2,461526,237356,13186470,16
4011,4593,6,1874,45,3,2,5,0,0,1,0,1,4,2,4,3,3,288052,120796,9292000,35
4012,1890,4,1454,25,2,2,4,4,0,1,1,1,4,2,3,3,3,338529,86433,7202750,5
4013,1710,3,2461,198,4,2,6,2,0,1,0,2,3,3,3,4,3,419540,204101,11338920,6
4014,6977,6,1528,194,2,1,4,1,1,0,2,2,2,5,2,4,3,463859,191001,13642920,21
4015,3431,0,823,134,1,1,3,3,0,2,1,0,1,4,4,3,3,222406,107616,7174375,5
4016,4591,3,1389,164,2,1,4,4,0,2,2,0,5,4,3,2,3,433352,154081,9630040,23
4017,6255,0,765,11,1,1,2,3,0,1,1,0,4,4,4,4,4,287128,41018,8203665,11
4018,1313,0,1244,180,2,2,4,4,1,2,1,1,1,2,4,4,3,277162,34645,8661320,8
4019,1225,6,1566,170,2,1,4,3,1,2,1,0,5,4,2,2,3,346461,219425,11548700,25
